com_name,cont_name,cont_tel
中山市阜沙镇人民代表大会办公室,梁凯萍,0760-23403812
深圳市市场监督管理局深汕监管局,,0755-22101820
广州市黄埔区住房和城乡建设局,李工,020-34034261
广州市黄埔区住房和城乡建设局,常先生,020-82118300
广州市黄埔区住房和城乡建设局,杨工,020-82165699-809
广州市黄埔区住房和城乡建设局,康小姐,020-89235216
广州市黄埔区住房和城乡建设局,,18620901693
吴川市供销合作社联合社,刘春屏,0759-5563159
乐昌市农业农村局,罗东,0751-5501621
乐昌市农业农村局,李细兰,0751-5507206
阳西县司法局,谭存,0662-5553856
佛山市南海区军队离休退休干部休养所,李安东,0757-86289806
佛山市南海区军队离休退休干部休养所,夏小姐,0757-86330722
中共茂名市茂南区委机构编制委员会办公室,梁文超,0668-2819922
中国国际贸易促进委员会肇庆市委员会,余志坚,0758-2203606
郁南县大湾镇初级中学,阮勇华,0766-7718327
佛山市南海区强制隔离戒毒所,侴磊,0757-86690518
英德市市场监督管理局,李俊,0763-2273005
深圳市龙华区奥宸观壹城幼儿园,卢淑芳,13410080930
潮州市供销合作联社,张晓君,0768-2298412
茂名市茂南区高山镇中心小学,易振美,0668-2521241
吴川市医疗保障局,易建玲,0759-5586628
肇庆市高要区司法局,,0758-8367210
肇庆市高要区司法局,李永杰,0758-8392739
珠海市船舶制造有限公司,赵智,0756-8995030
新兴县公安局太平派出所,罗广棣,0766-2322318
佛山市南海区人力资源和社会保障局大沥分局,黄耀华,0757-85522201
湛江经济技术开发区人口和社会事务管理局,,0759-2822717
湛江经济技术开发区人口和社会事务管理局,余先生,0759-2966103
中共潮州市枫溪区委组织部,李泽垲,0768-2972851
丰顺县丰良中学,张加运,0753-6221399
珠海市公安局第八处,,0756-8642851
东莞市塘厦镇中心小学,廖志泽,15014776013
东莞市凤岗镇镇田小学,李建鹏,0769-87562233
东莞市凤岗镇镇田小学,韦涛宁,13580804077
大埔县总工会,郭小姐,0753-5537826
化州市交通运输管理总站,陈耀权,0668-7370831
广州市番禺区沙湾镇荟贤小学,黄主任,020-84732021
广州市工贸技师学院学生处,储老师,020-86080082
深圳市红桂小学,陈工,0755-25567103
深圳市红桂小学,李工,0755-82239965
云浮市统计局,罗勇强,0766-8988275
佛山市南海区狮山镇安全生产监督管理局大圃工作办公室,范隽佳,0757-81822572
乳源瑶族自治县司法局,付冬妹,0751-6832331
佛山市南海区桂城街道文翰第三小学,汤满成,0757-86713381
揭西县钱坑镇钱西村民委员会,林先生,13376639133
电白区发改局,崔伟梅,0668-5115107
韶关市武江区政务服务数据管理局,黄敬,0751-8778129
国家税务总局深圳市税务局第四税务分局,贾先生,0755-25843336
肇庆市高要区小湘镇人民政府,冼先生,0758-8288398
饶平县文化广电旅游体育局,刘局,0768-8882556
潮州市潮安区文化广电旅游体育局,张瑞斌,0768-5814981
潮州市潮安区文化广电旅游体育局,邱甘文,0768-5815572
高要区白土镇雅瑶小学,陈兴强,0758-8171155
连州市东陂镇中心幼儿园,杨卫东,0763-6269400
中共阳西县非公有制经济组织和社会组织工作委员会,萧博文,0662-5538280
中山市建设工程质量事务中心,陈海燕,0760-88302637
中山市建设工程质量事务中心,刘雯宇,0760-88337544
云浮市云城区统计局,黄文清,0766-8466512
中国共产主义青年团阳江市委员会,李中华,0662-3316564
阳山县大崀学校,,13631075935
广州市南沙区大岗镇庙贝村民委员会,李先生,13922334808
阳山县自繁自养生猪销售协会,,13828580826
清远市清城区福利院,,18826599967
汕尾市工业研究所,林文权,0660-3376003
梅州市梅县区科工商务局,李晓莹,0753-2512571
中山市石岐区办事处仙湖社区居民委员会,麦洁雯,0760-88827343
中山市石岐区办事处仙湖社区居民委员会,,0769-85317188
阳春市老干部活动中心,黎珍,0662-7727812
中国共产党佛山市南海区丹灶镇委员会组织工作办公室,李甜崧,0757-85411688
五华县卫生健康局,,0753-4423800
五华县卫生健康局,赖伟钧,0753-4431108
大埔县大麻镇中兰村村民委员会,张奕华,0753-5468396
中共仁化县委政法委员会,罗金宝,0751-6802002
中共仁化县委政法委员会,刘艳凤,0751-6802003
开平市农业农村局,李晓冰,0750-2267079
普宁市占陇镇旧地村民委员会,陈先生,15915607626
佛山市南海区狮山镇小塘社会管理处卫生和计划生育办公室,黄颖珊,0757-86668611
深圳市汇龙城物业管理有限公司,王先生,13530903153
中国游泳协会汕头跳水学校,郑嘉栎,0754-88432009
连州市九陂镇人民政府,骆工,0763-6580121
普宁市流沙北街道南园小学,官晓燕,0663-2571123
中共茂名市委党史研究室,,0668-2298808
中共茂名市委党史研究室,吴雯,0668-2911263
中国共产主义青年团海丰县委员会,陈煜,0660-6600054
紫金县中小企业服务中心,陈远中,0762-7822288
广州市番禺区市桥锦庭小学,周泽铭,020-84839982
中国共产党珠海市香洲区委员会政法委员会,方书,0756-2516625
汕头市广晟建设投资有限公司,,0754-87274569
深圳市生态环境智能管控中心,游工,0755-23610130
深圳市生态环境智能管控中心,彭胜巍,0755-23613236
深圳市生态环境智能管控中心,周聿泓,0755-23911824
阳山县杨梅学校,黄先生,0763-7261103
阳山县杨梅学校,,13927651707
潮州市枫溪区路西办事处,邱丽敏,0768-2939023
佛冈县汤塘镇菱塘经济联合社,黄先生,13679522249
清远市盛乐酒店投资有限公司,,13631094138
广东省珠海市香洲区梅华街道办事处,鲍庆韶,0756-2523513
茂名市人民政府国有资产监督管理委员会,陈钧,0668-2299213
台山市台城污水处理厂,李先生,0750-5539473
广东省河源市紫金县黄塘镇庙前村村民委员会,,0762-7189115
中共揭阳空港经济区委办公室,,0663-8784706
潮州市湘桥区公有物业管理中心,陈桂蓉,0768-2125969
大埔县城东实验学校,张盛喜,13825923369
中共寮步镇委政法办公室,钟小筠,0769-82873798
珠海市健民幼儿园,,0756-2600320
东莞市石碣镇网格管理中心,何玩儿,13889978456
东莞市生态环境局莞城分局,杨工,0769-22100978
东莞市生态环境局莞城分局,,0769-22106077
东莞市生态环境局莞城分局,林剑星,0769-22106079
靖边县中山涧镇水路畔便民服务中心,,0912-4618204
靖边县中山涧镇水路畔便民服务中心,马鸣,0912-4937222
靖边县中山涧镇水路畔便民服务中心,马鸣,13636798168
广东粤通铁路物流有限公司,刘先生,13829870566
肇庆市高要区白诸镇石下村三安坑经济合作社,伍先生,13534994238
揭阳揭东区公共事业局,,13580216379
广州市增城区国家档案馆,李梦琪,020-82622019
连南瑶族自治县机关事务管理局,廖学文,0763-8671028
连南瑶族自治县机关事务管理局,唐水金,0763-8672018
连南瑶族自治县机关事务管理局,,13727142228
新兴县稔村镇稔村居民委员会,,15119919521
东莞市文化广电旅游体育局谢岗执法分局,林伟洪,15019191925
江门市福泉奥林匹克学校,,0750-3660312
云浮市生态环境局郁南分局,陈幸媛,0766-7598839
云浮市生态环境局郁南分局,,13929888677
南平市延平区南山镇中山街村民委员会,吴先生,18950688588
恩平市农业农村局疫控中心,,0750-7176929
东莞市生态环境局常平分局,萧柱河,13580898866
梅州市供销合作社,缪运明,0753-2395236
惠州市惠阳区沙田镇中心卫生院办公室,,0752-3752012
惠州市惠阳区新闻中心,,13360879668
惠东县梁化镇七星墩村民委员会,,13928331163
肇庆市高要区回龙镇大田塱村委会长江经济合作社,甘先生,15819308992
海警广州某部,,020-37199052
海警广州某部,,18928891112
茂名市茂南城郊经济开发试验区管理委员会,刘毅,0668-2810618
深圳市合众清洁能源研究院,徐主任,0755-23883484
深圳市龙华区大浪街道市政管理服务中心,周海青,0755-29672316
深圳市龙华区大浪街道市政管理服务中心,黄工,0755-29676979
汕头市南粤潮菜餐饮服务职业技能培训学校,肖先生,0754-88295901
始兴县咖冠食品有限公司,,13640114800
惠东县平海镇东海村民委员会,,15816430599
惠东县铁涌镇河潭村民委员会,,13622994255
揭西县良田乡金坑村民委员会,,0663-5661036
中国人民解放军广东省台山市人民武装部,刘健,0750-5504866
惠州大亚湾经济技术开发区委政法委员会,,0752-5562176
清溪镇火灾隐患整治办公室,林丽婷,15999811078
中国共产党厚街镇企业工作委员会,方晓华,13556699138
东莞麻涌华阳湖国家湿地公园管理中心,李灼培,0769-88822399
东莞麻涌华阳湖国家湿地公园管理中心,李灼培,13549388456
佛山市顺德区乐从镇路州村民委员会,,0757-22330608
佛山市顺德区乐从镇路州村民委员会,,0757-28865076
深圳市宝安区保健中心,陈志文,0755-29998837
珠海市斗门区井岸镇黄金村党群服务中心,吴郁林,13824120208
广州市从化区温泉镇卫生院,廖影秋,020-87831652
东莞市企石镇东山幼儿园,姚钻玲,13712335655
中国外运（深圳）有限公司,黄舒颖,15813332686
佛山市三水区云东海街道邓岗村梅岗股份经济合作社,何先生,13928577803
中共道滘镇委政法办公室,李建平,13929231222
深圳市宝安区松岗街道行政事务服务中心,邱工,0755-27099223
陆丰市住房和城乡建设局,王雷强,0660-8931528
陆丰市住房和城乡建设局,李木利,13172857777
卓望数码技术（深圳）有限公司,胡永来,13823781150
韶关市武江区住房建设局,,13570758469
韶关市武江区住房建设局,,18318089695
河源市人力资源服务中心,刁作泉,0762-3238306
广州市从化区河东中学,,020-87981031
中国人民解放军广东省珠海市斗门区人民武装部,,0756-5522405
广州市从化区教育局北片教育指导中心,,020-87856073
惠州力合创新中心有限公司,舒爽,0752-3289779
汕头市澄海区隆都镇樟籍经济联合社,许子冰,15915590033
东莞市樟木头镇人民政府工业信息科技局,殷海勤,13527918333
东莞市东城街道办事处东泰社区居民委员会,黄嘉琪,13794922003
罗定市发展和改革局,叶鸿锋,0766-3928886
东莞市东城网格管理中心,李颖仪,13829168818
揭阳市揭东区锡场镇人民政府,黄先生,0663-3485725
揭阳市揭东区锡场镇人民政府,陈先生,15917199155
深圳市宝安区职业训练中心,蔡琼莹,0755-29991255
佛山市顺德区杏坛镇吉祐村行政服务站,麦嘉霈,13326798048
东源县叶潭镇人民政府,张生,0762-8833289
佛山市高明西江新城创业投资有限公司,方小姐,0757-88629299
增城区新塘镇群星村初庄经济合作社,,020-82702510
广州番禺区洛溪新城中学,李锦荣,020-84581766
四会市城市基础设施发展有限公司,姜小姐,0758-3267236
中国农工民主党茂名市委员会,苏建武,0668-3399959
东莞市桥头镇邓屋股份经济联合社,陈先生,0769-83340578
梅州市梅江区住房和城乡建设局,戴淑华,0753-2196989
梅州市梅江区住房和城乡建设局,戴淑华,0753-2196998
梅州市梅江区住房和城乡建设局,,0753-2201678
梅州市梅江区住房和城乡建设局,,0753-2210128
广州市城市管理综合执法局番禺区分局石壁街执法队,陈子瀚,020-39906605
佛山市南海区狮山镇莲塘村民委员会,,13927261660
兰考县中山北街棚户区改造建设指挥部,刘先生,13837883895
肇庆信威置业发展有限公司,林旭滨,13924595496
肇庆信威置业发展有限公司,吴昊,18682281863
广州市番禺区防汛防旱防风应急救援指挥中心,何子宇,020-34819962
博罗县响水中心小学,,13631945123
深圳市罗湖区政务公开中心,,0755-25666699
鹤山市沙坪街中东西村横基经济合作社,冯先生,13392071134
汕尾市公路事务中心（汕尾市道路运输事务中心）,庄先生,0660-3369003
阳山县图书馆,邓先生,0763-7815923
阳山县图书馆,欧福维,0763-7820246
东莞市东城投资服务中心,翟沛球,0769-22336619
东莞市东城投资服务中心,翟沛球,13631762341
汕尾市政务服务数据管理局,庄礼达,0660-3828028
鹤山市沙坪街中东西村民委员会,冯先生,13703092398
广州市从化区教育局城东教育指导中心,,020-37923787
珠海经济特区金关科技服务中心,,0756-8162308
广铁集团羊城铁路广州劳动防护用品采购供应站,,020-61357065
海珠区江海街道办事处,李海平,020-34397374
东莞市中小学教师发展中心（东莞市教师进修学校）,吴老师,0769-23193983
东莞市中小学教师发展中心（东莞市教师进修学校）,章琳敏,0769-23193987
深圳市光明区凤凰街道社区网格管理中心,许工,0755-23193741
五华县南山小学,魏惠航,0753-4316601
五华县南山小学,万志华,0753-4316606
韶关市浈江区农业农村局,,0751-8255123
鹤山市沙坪街赤坎村民委员会,刘先生,18029633213
中国石化销售股份有限公司广东佛山石油分公司,杨先生,18925014426
汕头市龙湖区新溪镇十一合村民委员会,谢先生,0754-85760043
增城区新塘镇夏埔股份经济联合社,,020-82702510
蕉岭县政务服务数据管理局,谢广宁,0753-7873966
东莞市企石镇社会治安综合治理委员会办公室,姚贤坤,13669880689
铁塔能源有限公司广东省分公司,潘先生,13922200005
广州市增城区卫生健康局,卢宇光,020-32821211
广州市增城区卫生健康局,崔满庆,020-32839393
佛山市顺德区乐从镇乐从社区资产管理办公室,,18924541577
中铁电化运管公司广州维管段,赵玉川,15888896470
普宁市大坝镇人民政府,郑永辉,0663-2651100
茂名市消防支队,王先生,0668-2806077
东莞市长安镇征地拆迁办公室,李雅琪,15920660248
普宁市高埔镇葵坑村村民委员会,郑先生,13543909008
东莞市文化广电旅游体育局长安执法分局,莫柳茹,13925575598
佛山市人力资源公共服务中心（佛山市就业创业服务中心）,陈韵清,0757-82309083
茂名市茂南区自然资源局土地整理中心,梁先生,0668-3335300
